county,precinct,office,district,party,candidate,votes
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,LIB,Jon Elgas,9
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,UST,Victoria McCasey,3
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Cast Votes,583
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Undervotes,27
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Absentee,204
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Election,406
Livingston,"Genoa Charter Township,Precinct 2",State Senate,37,,Total,610
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,DEM,Jordan Genso,474
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,REP,Lana L. Theis,686
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,LIB,Jon Elgas,22
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,UST,Victoria McCasey,8
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Cast Votes,1190
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Undervotes,37
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Rejected,1
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Absentee,558
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Election,670
Livingston,"Genoa Charter Township,Precinct 3",State Senate,37,,Total,1228
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,DEM,Jordan Genso,456
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,REP,Lana L. Theis,571
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,LIB,Jon Elgas,20
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,UST,Victoria McCasey,2
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Cast Votes,1049
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Undervotes,37
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Overvotes,1
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Absentee,546
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Election,541
Livingston,"Genoa Charter Township,Precinct 4",State Senate,37,,Total,1087
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,DEM,Jordan Genso,229
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,REP,Lana L. Theis,484
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,LIB,Jon Elgas,19
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,UST,Victoria McCasey,5
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Cast Votes,737
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Undervotes,13
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Absentee,273
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Election,477
Livingston,"Genoa Charter Township,Precinct 5",State Senate,37,,Total,750
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,DEM,Jordan Genso,576
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,REP,Lana L. Theis,1179
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,LIB,Jon Elgas,18
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,UST,Victoria McCasey,10
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Cast Votes,1783
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Undervotes,30
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Rejected,2
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Absentee,1064
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Election,751
Livingston,"Genoa Charter Township,Precinct 6",State Senate,37,,Total,1815
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,DEM,Jordan Genso,349
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,REP,Lana L. Theis,529
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,LIB,Jon Elgas,14
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,UST,Victoria McCasey,3
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Cast Votes,895
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Undervotes,29
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Rejected,0
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Absentee,429
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Election,495
Livingston,"Genoa Charter Township,Precinct 7",State Senate,37,,Total,924
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,DEM,Jordan Genso,388
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,REP,Lana L. Theis,674
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,LIB,Jon Elgas,13
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,UST,Victoria McCasey,1
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Cast Votes,1076
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Undervotes,25
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Rejected,1
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Absentee,601
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Election,501
Livingston,"Genoa Charter Township,Precinct 8",State Senate,37,,Total,1102
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,DEM,Jordan Genso,362
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,REP,Lana L. Theis,621
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,LIB,Jon Elgas,15
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,UST,Victoria McCasey,14
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Cast Votes,1012
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Undervotes,48
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Overvotes,0
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Rejected,3
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Unassigned,0
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Absentee,509
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Election,554
Livingston,"Genoa Charter Township,Precinct 9",State Senate,37,,Total,1063
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,DEM,Jordan Genso,354
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,REP,Lana L. Theis,740
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,LIB,Jon Elgas,22
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,UST,Victoria McCasey,8
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,,Cast Votes,1124
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,,Undervotes,35
Livingston,"Genoa Charter Township,Precinct 10",State Senate,37,,Overvotes,0
